Domain,Registrar,Creation_Date,Update_Date,SSL_Issuer,SSL_TTL,IPv4_Num,NumOfIPs,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Contains_Blacklisted,Last_is_sk,Location,Class
robi.sk,"WebHouse, s.r.o.",4.0,3.0,None,386,1450111795,1,1,1,0,1,29405,200,Apache,2.81,0.29,0.57,0.0,0.0,1,2,0,0,False,6,False,False,Slovakia,0
autoskolasmile.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,12,621391805,1,1,1,0,0,51013,200,openresty,3.34,0.41,0.53,0.0,0.0,2,2,0,0,False,16,False,False,Slovakia,0
skimakov.sk,"WebHouse, s.r.o.",4.0,3.0,None,0,1389374979,1,1,1,0,1,15685,200,Microsoft-IIS/10.0,2.85,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Czechia,0
program-bsk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,59,1296984067,1,1,1,0,1,15685,200,nginx,3.38,0.14,0.71,0.0,0.07,1,3,0,1,False,13,False,True,Czechia,1
offkarta.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,88,3560513543,1,1,1,1,1,48689,200,nginx,2.91,0.27,0.64,0.0,0.0,1,3,0,0,False,10,False,False,Slovakia,0
hotelbowgarden.sk,"Webglobe, a.s.",4.0,3.0,None,22,3645054725,1,1,1,1,1,5578,200,nginx,3.85,0.29,0.65,0.0,0.0,1,2,0,0,False,16,False,False,Slovakia,0
jbalaz.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,17,621391748,1,0,1,0,0,51013,200,openresty,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
bbraun.sk,ZONER s.r.o.,4.0,3.0,Let's Encrypt,33,3288139390,1,1,1,0,1,8391,200,None,2.95,0.22,0.67,0.0,0.0,2,3,0,0,False,8,False,False,Germany,0
microsoftonline.sk,"INTERNET CZ, a.s.",2.0,2.0,None,0,3266729147,1,0,0,0,0,24806,200,Apache/2.4.62 (Debian),3.57,0.33,0.61,0.0,0.0,1,2,0,0,False,17,True,False,Czechia,1
bonusfinance.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,27,621391804,1,1,1,0,0,51013,200,openresty,3.46,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,1
soslovenskecasino.sk,Key-Systems GmbH,3.0,3.0,Google Trust Services,89,1746218697,2,1,1,0,0,13335,200,cloudflare,3.2,0.35,0.6,0.0,0.0,1,3,0,0,False,19,True,False,Canada,1
gregory-slovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,42,1746219009,7,0,0,0,0,13335,500,cloudflare,3.45,0.3,0.6,0.0,0.05,1,3,0,1,False,19,True,False,Canada,1
primarkslovensko.sk,Key-Systems GmbH,4.0,2.0,Let's Encrypt,32,2783395893,1,0,0,0,0,48950,200,Apache,3.54,0.26,0.68,0.0,0.0,1,4,0,0,False,18,True,False,Germany,1
autoskolavav.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,51,621391805,1,1,1,0,0,51013,200,openresty,3.06,0.4,0.53,0.0,0.0,2,2,0,0,False,14,False,False,Slovakia,0
bazalt.sk,"ACTIVE 24, s.r.o.",4.0,3.0,None,78,600634465,1,0,1,0,0,396982,200,Apache/2.4.62 (Debian),2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Netherlands,0
caterpillar-slovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,86,2783425569,1,0,0,0,0,58065,200,Apache,3.77,0.29,0.62,0.0,0.04,1,3,0,1,False,23,True,False,Estonia,1
liptovskyhradok.sk,"Fibris, s. r. o.",4.0,4.0,Let's Encrypt,86,1383588041,1,0,1,0,0,5578,200,Apache,3.68,0.28,0.67,0.0,0.0,1,3,0,0,False,17,False,False,Slovakia,0
barber-family.sk,Websupport s.r.o.,4.0,1.0,Sectigo Limited,184,621391796,1,1,1,0,0,51013,200,openresty,3.62,0.31,0.56,0.0,0.06,1,2,0,1,False,15,False,False,Slovakia,0
robux0sn.blogspot.sk,None,None,None,Google Trust Services,65,2398823489,1,0,0,0,0,15169,404,GSE,3.65,0.2,0.65,0.05,0.0,1,3,1,0,False,19,False,False,United States,1
merrellstore.sk,ZONER s.r.o.,4.0,3.0,Let's Encrypt,71,3264328868,1,0,0,0,0,24971,200,openresty,3.01,0.27,0.67,0.0,0.0,1,4,0,0,False,14,True,False,Czechia,0
salomonobuv-vypredaj.sk,Gransy s.r.o.,4.0,3.0,None,0,3304537370,1,0,0,0,0,41564,200,Apache,4.06,0.35,0.57,0.0,0.04,1,2,0,1,False,22,True,False,Canada,1
oakleybratislava.sk,NETIM,4.0,3.0,ZeroSSL,72,3304375047,1,0,0,0,0,41564,403,Apache/2,3.51,0.42,0.53,0.0,0.0,2,2,0,0,False,18,True,False,Singapore,1
panorama.sk,Bc. Branislav Bibel,4.0,3.0,Let's Encrypt,36,2335933253,1,0,1,0,0,14061,200,Apache/2.4.18 (Ubuntu),3.03,0.36,0.55,0.0,0.0,1,2,0,0,False,10,False,False,Germany,0
pre-deti.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,34,1450111967,1,1,1,0,1,29405,200,Apache,3.28,0.27,0.55,0.0,0.09,1,2,0,1,False,10,False,False,Slovakia,0
bratislava.sk,Hlavné mesto Slovenskej republiky Bratislava,4.0,2.0,Let's Encrypt,53,2890090705,3,1,1,0,1,13335,200,cloudflare,3.18,0.31,0.62,0.0,0.0,1,2,0,0,False,12,True,False,Canada,0
mikulas.sk,"IMAFEX, s.r.o.",4.0,3.0,Let's Encrypt,31,3560513540,1,1,1,0,1,48689,200,nginx,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
chiavarimt.sk,"ELBIA, s. r. o.",4.0,2.0,Let's Encrypt,72,1833606146,1,1,1,0,1,29405,200,RANDOM,3.39,0.31,0.62,0.0,0.0,2,2,0,0,False,12,False,False,Slovakia,0
balcomedia.sk,evocom s.r.o.,4.0,2.0,None,320,3271797011,1,0,1,0,0,15962,200,Apache,3.55,0.38,0.54,0.0,0.0,2,2,0,0,False,12,False,False,Slovakia,0
ocoptima.sk,ANTIK Telecom s.r.o.,4.0,3.0,Let's Encrypt,50,1490291220,1,1,1,0,0,42841,200,Apache,3.28,0.36,0.55,0.0,0.0,1,2,0,0,False,10,False,False,Slovakia,0
najlacnejsiepodlahy.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,41,1608067882,1,1,1,0,0,24940,200,nginx/1.18.0 (Ubuntu),3.79,0.36,0.59,0.0,0.0,2,2,0,0,False,21,True,False,Finland,0
stussy-sk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,52,3304240098,1,0,0,0,0,58065,200,Apache,2.45,0.17,0.67,0.0,0.08,1,2,0,1,False,11,False,True,South Africa,1
befag.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,43,1450111984,1,1,1,0,1,29405,200,Apache,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Slovakia,0
kamnahory.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,59,3283482644,1,1,1,1,1,48689,200,nginx,3.25,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
thenorthfaceslovensko.sk,Key-Systems GmbH,4.0,3.0,Let's Encrypt,53,3301189140,1,0,0,0,0,58065,200,Apache,3.66,0.29,0.67,0.0,0.0,1,4,0,0,False,23,True,False,France,1
nine-west.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,32,2783395847,1,0,0,0,0,48950,200,Apache,3.08,0.25,0.58,0.0,0.08,1,2,0,1,False,11,False,False,Germany,1
bojvin.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,19,621391797,1,1,1,0,0,51013,200,openresty,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
drmartensslovensko-sk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,88,3304430066,1,0,0,0,0,41564,200,Apache,3.57,0.21,0.71,0.0,0.04,1,4,0,1,False,23,True,True,Slovakia,1
snowparadise.sk,"CNC, a.s.",4.0,3.0,Let's Encrypt,70,3284759670,1,1,1,0,0,24940,200,Apache/2.4.25 (Debian),3.46,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,Germany,0
dc-shoes.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,44,2890107139,2,0,0,0,0,13335,403,cloudflare,3.03,0.18,0.64,0.0,0.09,2,2,0,1,False,10,True,False,Canada,1
adidasunderwear.sk,Corporation Service Company (DBS) GmbH,4.0,3.0,"GoDaddy.com, Inc.",163,52527806,2,0,0,0,0,16509,200,None,3.31,0.39,0.56,0.0,0.0,2,2,0,0,False,17,False,False,Canada,1
hotel-morava.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,36,621391771,1,1,1,0,0,51013,200,openresty,3.64,0.33,0.53,0.0,0.07,1,2,0,1,False,14,False,False,Slovakia,0
dermocentrum.sk,Speedweb s. r. o.,4.0,3.0,Let's Encrypt,83,2499533116,1,1,1,1,1,24940,200,nginx,3.51,0.27,0.67,0.0,0.0,1,3,0,0,False,14,False,False,Germany,0
minikids.sk,"Webglobe, a.s.",4.0,2.0,Let's Encrypt,51,3283482669,1,1,1,1,1,48689,200,nginx,2.66,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Slovakia,0
branomurin.sk,"WebHouse, s.r.o.",4.0,3.0,None,0,3281128071,1,1,1,0,0,34820,200,Apache,3.39,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
aiglebratislava.sk,NETIM,4.0,3.0,Google Trust Services,73,2890126916,2,0,0,0,0,13335,403,cloudflare,3.39,0.39,0.56,0.0,0.0,2,2,0,0,False,17,True,False,Canada,1
bsschool.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,67,1559297283,1,1,1,0,0,29405,200,None,2.85,0.18,0.73,0.0,0.0,2,5,0,0,False,10,False,False,Slovakia,0
lowaobuvoutlet.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,49,1746231297,7,0,0,0,0,13335,200,cloudflare,3.45,0.41,0.53,0.0,0.0,2,2,0,0,False,16,True,False,Canada,1
b-diamond.sk,"INTERNET CZ, a.s.",4.0,2.0,None,0,1359135561,1,0,1,0,0,24806,200,Apache,3.42,0.25,0.58,0.0,0.08,2,2,0,1,False,11,False,False,Czechia,0
hotelyplus.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,18,1559297298,1,1,1,0,0,29405,200,None,3.39,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
poleneslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,51,2890117543,2,0,0,0,0,13335,200,cloudflare,3.04,0.33,0.61,0.0,0.0,1,3,0,0,False,17,True,False,Canada,1
upat-sk.sk,Gransy s.r.o.,4.0,3.0,None,0,3263156256,1,0,0,0,0,207404,200,Microsoft-IIS/10.0,2.92,0.2,0.6,0.0,0.1,1,2,0,1,False,9,False,True,Germany,1
auparkkosice.sk,"Webglobe, a.s.",4.0,1.0,Let's Encrypt,50,966371158,1,1,1,0,1,8075,200,nginx,3.32,0.4,0.53,0.0,0.0,2,3,0,0,False,14,False,False,Netherlands,0
bentes.sk,"ASIX, s.r.o.",4.0,3.0,Let's Encrypt,36,2745984716,1,1,1,0,1,12876,200,nginx,2.73,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,France,0
ugg-slovensko.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,69,3301238760,1,0,0,0,0,48950,200,Apache,3.33,0.25,0.62,0.0,0.06,1,3,0,1,False,15,True,False,Sweden,1
bbheating.sk,Dušan Černák - Globnet,4.0,3.0,Let's Encrypt,61,3210755982,1,1,1,0,1,47583,200,LiteSpeed,3.42,0.25,0.67,0.0,0.0,2,3,0,0,False,11,False,False,The Netherlands,0
eperia.sk,"+421 Web Services, s.r.o.",4.0,2.0,Let's Encrypt,28,621391773,1,1,1,0,1,51013,200,openresty,2.95,0.44,0.44,0.0,0.0,2,2,0,0,False,8,False,False,Slovakia,0
napapijrislovensko.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,75,2665349668,1,0,0,0,0,63119,200,Apache,3.59,0.33,0.62,0.0,0.0,1,3,0,0,False,20,True,False,United States,1
belektro.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,5,1559297321,1,1,1,0,0,29405,200,None,3.1,0.27,0.64,0.0,0.0,1,3,0,0,False,10,False,False,Slovakia,0
bambiklub.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,19,3645054640,1,1,1,1,1,5578,200,nginx,3.02,0.25,0.67,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
roxyslovensko.sk,"WebHouse, s.r.o.",3.0,3.0,Google Trust Services,71,1746230749,2,0,0,0,0,13335,403,cloudflare,3.28,0.31,0.62,0.0,0.0,1,3,0,0,False,15,True,False,Canada,1
guesskabelky.sk,Key-Systems GmbH,4.0,2.0,ZeroSSL,87,2783444266,1,0,0,0,0,41564,403,Apache/2,3.14,0.33,0.6,0.0,0.0,2,3,0,0,False,14,False,False,India,1
teniskysalomonobuv.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,61,3304094205,1,0,0,0,0,41564,200,Apache,3.75,0.38,0.57,0.0,0.0,1,2,0,0,False,20,True,False,Germany,1
barcom.sk,"FINESOFT, s.r.o.",4.0,2.0,None,386,1450111775,1,1,1,0,0,29405,200,Apache,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
spisskabela.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,18,621391803,1,1,1,0,0,51013,200,openresty,2.95,0.29,0.64,0.0,0.0,1,3,0,0,False,13,False,False,Slovakia,0
mangoslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,46,2665349655,1,0,0,0,0,63119,200,Apache,3.29,0.29,0.65,0.0,0.0,1,3,0,0,False,16,True,False,United States,1
baldor-design.sk,"WebCreators, s. r. o.",4.0,2.0,Let's Encrypt,42,1364801645,1,1,1,0,1,29405,200,LiteSpeed,3.75,0.25,0.62,0.0,0.06,1,2,0,1,False,15,False,False,Slovakia,0
sabinov.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,69,621391796,1,1,1,0,1,51013,200,openresty,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
fossilbratislava.sk,NETIM,4.0,3.0,Let's Encrypt,35,3301228776,1,0,0,0,0,41564,403,Apache/2,3.37,0.32,0.63,0.0,0.0,1,3,0,0,False,18,True,False,Ireland,1
autoskolakmk.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,23,621391804,1,1,1,0,0,51013,200,openresty,2.97,0.33,0.6,0.0,0.0,2,3,0,0,False,14,False,False,Slovakia,0
jarovce.sk,open systems s.r.o.,4.0,3.0,None,0,3282570117,1,1,1,0,1,5578,200,Apache/2.2.11 (Win32) PHP/5.2.9-2,3.32,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
ziardolinky.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Let's Encrypt,27,621391813,1,1,0,0,0,51013,200,openresty,3.52,0.36,0.57,0.0,0.0,2,2,0,0,False,13,False,False,Slovakia,0
zivekasino.sk,Gransy s.r.o.,4.0,1.0,Let's Encrypt,83,1296984067,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),3.24,0.38,0.54,0.0,0.0,1,2,0,0,False,12,True,False,Czechia,1
barracudaslovakia.sk,"WebCreators, s. r. o.",4.0,2.0,Let's Encrypt,77,786820744,1,1,1,0,1,29405,200,nginx,3.44,0.4,0.55,0.0,0.0,2,2,0,0,False,19,True,False,Slovakia,0
ksisters.sk,Key-Systems GmbH,4.0,3.0,Google Trust Services,61,1746536756,3,1,1,0,1,13335,200,cloudflare,2.55,0.18,0.73,0.0,0.0,1,2,0,0,False,10,False,False,Canada,0
newbalance.sk,Corporation Service Company (DBS) GmbH,4.0,4.0,Let's Encrypt,65,3114134645,1,1,1,0,1,31242,200,envoy,3.24,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Poland,0
supratopanky.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,88,2890108601,2,0,0,0,0,13335,403,cloudflare,3.37,0.33,0.6,0.0,0.0,1,2,0,0,False,14,True,False,Canada,1
bariakstav.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,50,621391771,1,1,1,0,0,51013,200,openresty,3.03,0.31,0.62,0.0,0.0,2,3,0,0,False,12,False,False,Slovakia,0
gemer.sk,"INTERNET CZ, a.s.",4.0,2.0,Actalis S.p.A.,384,1359135411,1,0,0,0,0,24806,200,Microsoft-IIS/10.0,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Czechia,0
tesco.sk,MarkMonitor International Limited,4.0,2.0,Sectigo Limited,332,388852743,1,1,1,1,1,16625,0,None,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,United States,0
hotelelizabeth.sk,DELNET s.r.o.,4.0,3.0,Google Trust Services,56,1746210817,7,1,1,0,1,13335,200,cloudflare,3.45,0.35,0.59,0.0,0.0,1,2,0,0,False,16,False,False,Canada,0
niketenisky-sk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,76,2890112546,2,0,0,0,0,13335,200,cloudflare,2.98,0.29,0.59,0.0,0.06,1,2,0,1,False,16,True,True,Canada,1
berghoff.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,40,1360995606,1,1,1,1,1,24971,200,openresty,3.28,0.18,0.73,0.0,0.0,1,3,0,0,False,10,False,False,Czechia,0
robur-slovakia.sk,"ACTIVE 24, s.r.o.",4.0,3.0,None,386,1450111783,1,1,1,0,1,29405,200,Apache,3.5,0.35,0.53,0.0,0.06,2,2,0,1,False,16,True,False,Slovakia,0
dcshoessk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,37,2783388777,1,0,0,0,0,41564,200,Apache,2.75,0.17,0.75,0.0,0.0,2,4,0,0,False,11,True,True,United Kingdom,1
babykiss.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,16,621391796,1,1,1,0,0,51013,200,openresty,2.66,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Slovakia,0
beautybest.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,31,1746231297,7,0,0,0,0,13335,200,cloudflare,3.09,0.38,0.54,0.0,0.0,3,2,0,0,False,12,False,False,Canada,0
kolarovo.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,82,1604901426,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,2.85,0.36,0.55,0.0,0.0,1,2,0,0,False,10,False,False,Czechia,0
vivo-barefoot-slovensko.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,44,2783395863,1,0,0,0,0,48950,200,Apache,3.66,0.35,0.54,0.0,0.08,2,3,0,1,False,25,True,False,Germany,1
arkada.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,88,3645054525,1,1,1,1,1,5578,200,nginx,2.42,0.33,0.56,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
puncovyurad.sk,"C&C Tech, s.r.o.",4.0,3.0,Let's Encrypt,66,1833603382,1,1,1,0,0,29405,200,Apache/2.4.62 (Debian),3.66,0.36,0.57,0.0,0.0,2,2,0,0,False,13,False,False,Slovakia,0
euba.sk,"WEDOS Internet, a.s.",4.0,3.0,GEANT Vereniging,149,3243736323,1,1,1,0,1,2607,200,nginx/1.26.2,2.81,0.43,0.43,0.0,0.0,2,2,0,0,False,6,False,False,Slovakia,0
luciagrullova.com,None,None,None,ZeroSSL,60,3115908618,2,1,1,0,0,198627,200,nginx,3.34,0.41,0.53,0.0,0.0,2,2,0,0,False,16,False,False,Czechia,0
b2bpartner.sk,ZONER s.r.o.,4.0,3.0,Let's Encrypt,53,3641751863,1,1,1,0,1,43541,200,None,3.39,0.15,0.69,0.08,0.0,1,3,1,0,False,12,False,False,Czechia,0
basettools.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,62,1542460480,1,1,1,0,0,59939,200,nginx,3.03,0.31,0.62,0.0,0.0,2,2,0,0,False,12,False,False,The Netherlands,1
tuke.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,82,2481455987,1,1,1,0,0,2607,200,nginx,2.52,0.29,0.57,0.0,0.0,1,2,0,0,False,6,False,False,Slovakia,0
nove-mesto.sk,"Slovak Telekom, a.s.",4.0,3.0,Let's Encrypt,46,773613916,1,1,1,0,1,197019,200,Apache,3.24,0.31,0.54,0.0,0.08,1,2,0,1,False,12,False,False,Czechia,0
stolarstvobalaz.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,73,621391805,1,1,1,0,0,51013,200,openresty,3.31,0.28,0.67,0.0,0.0,1,4,0,0,False,17,False,False,Slovakia,0
andreashop.sk,"epix media, s.r.o.",4.0,3.0,DigiCert Inc,91,3107704952,1,1,1,1,1,43541,200,nginx,3.39,0.31,0.62,0.0,0.0,2,3,0,0,False,12,True,False,Czechia,0
dm-dual.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,51,522144471,1,0,0,0,0,197019,200,Apache/2.4.29 (Ubuntu),3.12,0.2,0.6,0.0,0.1,2,2,0,1,False,9,False,False,Czechia,0
kupele-lucky.sk,Websupport s.r.o.,4.0,3.0,Sectigo Limited,174,621391796,1,1,1,0,1,51013,200,openresty,3.19,0.33,0.53,0.0,0.07,1,2,0,1,False,14,True,False,Slovakia,0
apartmentresidence.sk,"WebCreators, s. r. o.",4.0,3.0,Let's Encrypt,59,3248704931,1,1,1,1,1,29405,200,nginx,3.54,0.33,0.62,0.0,0.0,1,3,0,0,False,20,False,False,Slovakia,0
nine-casino-slovensko.sk,Key-Systems GmbH,3.0,3.0,Google Trust Services,63,1746219623,2,0,0,0,0,13335,403,cloudflare,3.39,0.33,0.54,0.0,0.08,1,3,0,1,False,23,True,False,Canada,1
bauplus.sk,"WEBY GROUP, s.r.o.",4.0,2.0,Let's Encrypt,73,786820740,1,1,1,0,1,29405,200,nginx,2.92,0.3,0.6,0.0,0.0,2,2,0,0,False,9,False,False,Slovakia,0
dcshoesslovensko.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,60,2783428170,1,0,0,0,0,58065,200,Apache,3.18,0.26,0.68,0.0,0.0,2,4,0,0,False,18,True,False,Estonia,1
123tires.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,69,1296984067,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),3.28,0.18,0.45,0.27,0.0,1,2,3,0,False,10,False,False,Czechia,1
pandora-sk.sk,"WebHouse, s.r.o.",3.0,3.0,Google Trust Services,76,1746218308,2,0,0,0,0,13335,403,cloudflare,3.24,0.23,0.62,0.0,0.08,1,2,0,1,False,12,False,True,Canada,1
hotel-lipa.sk,"DUST 4 Business, s.r.o.",4.0,3.0,None,0,1311691204,1,1,1,1,0,24940,200,Apache,3.55,0.31,0.54,0.0,0.08,1,2,0,1,False,12,False,False,Germany,0
ariatvypredaj.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,88,2665349663,1,0,0,0,0,63119,200,Apache,3.58,0.38,0.56,0.0,0.0,2,2,0,0,False,15,True,False,United States,1
rychlelikes.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,31,1746214061,2,1,1,1,1,13335,200,cloudflare,3.24,0.29,0.64,0.0,0.0,1,3,0,0,False,13,False,False,Canada,1
mestotornala.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,63,1383588041,1,1,1,0,1,5578,200,Apache,3.37,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,0
orsr.sk,Ministerstvo spravodlivosti Slovenskej republiky,4.0,4.0,Let's Encrypt,24,3274816829,1,0,1,0,0,25373,200,None,2.24,0.14,0.71,0.0,0.0,1,3,0,0,False,6,False,False,Slovakia,0
vranov.sk,"K3 GROUP, s. r. o.",4.0,3.0,Let's Encrypt,33,621391773,1,1,1,0,0,51013,200,openresty,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
vytahybaryt.sk,"Platon Technologies, s.r.o.",4.0,3.0,None,249,1442375080,1,1,1,0,0,5578,200,nginx,3.18,0.36,0.57,0.0,0.0,1,2,0,0,False,13,False,False,Slovakia,0
thomassaboslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,72,3304449551,1,0,0,0,0,58065,200,Apache,3.39,0.32,0.64,0.0,0.0,1,3,0,0,False,21,True,False,Germany,1
dcshoesslovakia.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,44,1746217987,2,0,0,0,0,13335,200,cloudflare,3.39,0.33,0.61,0.0,0.0,2,4,0,0,False,17,True,False,Canada,1
produkty-bratislava.sk,Gransy s.r.o.,4.0,2.0,Google Trust Services,59,1746222234,2,0,1,0,0,13335,200,cloudflare,3.88,0.32,0.59,0.0,0.05,1,2,0,1,False,21,True,False,Canada,1
asshoesslovensko.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,24,3304430028,1,0,0,0,0,41564,200,Apache,2.97,0.32,0.63,0.0,0.0,2,3,0,0,False,18,True,False,Slovakia,1
benatcentrum.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,84,621391813,1,1,1,0,0,51013,200,nginx/1.24.0 (Ubuntu),3.51,0.27,0.67,0.0,0.0,1,3,0,0,False,14,False,False,Slovakia,0
vycvikpsovbratislava.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,32,1450111950,1,1,1,0,1,29405,200,Apache,3.59,0.3,0.65,0.0,0.0,1,3,0,0,False,22,True,False,Slovakia,0
babybelly.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,37,621391805,1,1,1,0,0,51013,200,openresty,2.86,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
skitmg.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,46,621391771,1,1,1,0,0,51013,200,openresty,2.73,0.11,0.78,0.0,0.0,1,3,0,0,False,8,False,False,Slovakia,0
help1.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,2.0,Let's Encrypt,27,1559297298,1,1,1,0,0,29405,200,None,3.0,0.12,0.62,0.12,0.0,1,2,1,0,False,7,False,False,Slovakia,0
lowaslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,76,2890129043,2,0,0,0,0,13335,200,cloudflare,3.16,0.31,0.62,0.0,0.0,1,3,0,0,False,15,True,False,Canada,1
bcskola.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,21,621391805,1,1,1,0,1,51013,200,openresty,2.92,0.2,0.7,0.0,0.0,1,4,0,0,False,9,False,False,Slovakia,0
stussyslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,32,3301230780,1,0,0,0,0,41564,200,Apache,3.09,0.28,0.67,0.0,0.0,1,3,0,0,False,17,True,False,Finland,1
calzadona.sk,Key-Systems GmbH,4.0,1.0,None,0,85365008,2,0,0,0,1,16509,200,cloudflare,3.19,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Germany,1
