Domain,Registrar,Creation_Date,Update_Date,Registration_Period,SSL_Issuer,SSL_TTL,Validity_Length,SAN_Count,IPv4_Num,NumOfIPs,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Contains_Blacklisted,Last_is_sk,Location,Class
danskobratislava.sk,NETIM,4,3,731,ZeroSSL,88,90,2,3304537331,1,0,0,0,0,41564,403,Apache/2,3.47,0.32,0.63,0.0,0.0,1,3,0,0,0,18,1,0,Canada,1
benolsteel.sk,"WebHouse, s.r.o.",4,3,6209,Let's Encrypt,11,89,2,621391749,1,1,1,0,0,51013,200,openresty,3.03,0.31,0.62,0.0,0.0,2,3,0,0,0,12,0,0,Slovakia,0
aktuality.sk,Ringier Slovakia Media s.r.o.,4,2,8087,Sectigo Limited,256,384,2,1542140963,1,1,1,0,1,57788,200,nginx,3.08,0.42,0.5,0.0,0.0,2,2,0,0,0,11,0,0,Slovakia,0
coolfoun.sk,"ACTIVE 24, s.r.o.",4,3,4383,Let's Encrypt,57,89,2,1360995606,1,1,1,0,1,24971,200,openresty,3.03,0.36,0.55,0.0,0.0,2,2,0,0,0,10,0,0,Czechia,0
hotelzobor.sk,"Webglobe, a.s.",4,3,8037,Let's Encrypt,58,89,2,3560513617,1,1,1,1,1,48689,200,nginx,3.33,0.31,0.62,0.0,0.0,1,2,0,0,0,12,0,0,Slovakia,0
hothot.sk,Websupport s.r.o.,3,3,365,Let's Encrypt,66,89,1,621391812,1,1,1,0,0,51013,200,openresty,2.5,0.22,0.67,0.0,0.0,1,2,0,0,0,8,0,0,Slovakia,1
merrel.sk,Gransy s.r.o.,4,3,5114,Let's Encrypt,75,89,2,1296984067,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),2.73,0.22,0.67,0.0,0.0,1,2,0,0,0,8,0,0,Czechia,1
niketenisky-sk.sk,Gransy s.r.o.,3,3,365,Google Trust Services,71,90,2,2890112546,2,0,0,0,0,13335,200,cloudflare,2.98,0.29,0.59,0.0,0.06,1,2,0,1,0,16,1,1,Canada,1
bazsostrechy.sk,"Platon Technologies, s.r.o.",4,1,6574,GlobalSign nv-sa,160,396,2,1442374146,1,0,1,0,0,5578,200,nginx,3.59,0.27,0.67,0.0,0.0,1,3,0,0,0,14,0,0,Slovakia,0
boris-belica.sk,"WebCreators, s. r. o.",4,3,2192,Let's Encrypt,35,89,2,3248704794,1,1,1,0,1,29405,200,nginx,3.51,0.33,0.53,0.0,0.07,1,2,0,1,0,14,0,0,Slovakia,0
skitmg.sk,Websupport s.r.o.,4,1,7665,Let's Encrypt,41,89,2,621391771,1,1,1,0,0,51013,200,openresty,2.73,0.11,0.78,0.0,0.0,1,3,0,0,0,8,0,0,Slovakia,0
babickindvor.sk,"WEDOS Internet, a.s.",4,1,4018,Let's Encrypt,67,89,1,1280054549,1,1,1,0,0,16509,200,Vercel,3.51,0.27,0.67,0.0,0.0,1,3,0,0,0,14,0,0,USA,0
eminent.sk,VONET s.r.o.,4,3,8024,Unknown,-1,-1,-1,886405186,1,1,1,0,0,16509,200,Apache/2.4.62 (Amazon Linux),2.92,0.3,0.6,0.0,0.0,1,2,0,0,0,9,0,0,Ireland,0
hortonsk.sk,Gransy s.r.o.,4,3,2192,Unknown,-1,-1,-1,1505358930,1,1,1,1,1,24971,200,Microsoft-IIS/10.0,2.91,0.18,0.73,0.0,0.0,1,3,0,0,0,10,0,1,Czechia,1
backend.sk,Websupport s.r.o.,4,2,2922,Google Trust Services,41,90,2,2890129209,2,1,1,0,1,13335,200,cloudflare,3.12,0.2,0.7,0.0,0.0,1,2,0,0,0,9,0,0,Canada,0
foxconnslovakia.sk,"Webglobe, a.s.",4,3,5519,Let's Encrypt,28,89,2,3560513608,1,1,1,1,1,48689,200,nginx,3.46,0.33,0.61,0.0,0.0,2,4,0,0,0,17,1,0,Slovakia,0
hotelmaraton.sk,"WEBY GROUP, s.r.o.",4,2,6209,Unknown,-1,-1,-1,1572356494,1,1,1,0,1,29405,200,nginx,3.51,0.33,0.6,0.0,0.0,1,2,0,0,0,14,0,0,Slovakia,0
anekkeslovensko.sk,Gransy s.r.o.,4,3,731,Let's Encrypt,52,89,8,3304536949,1,0,0,0,0,41564,200,Apache,2.97,0.33,0.61,0.0,0.0,1,3,0,0,0,17,1,0,Canada,1
salomon-obuv.sk,Gransy s.r.o.,3,3,365,Let's Encrypt,76,89,8,2783419102,1,0,0,0,0,58065,200,Apache,3.46,0.33,0.53,0.0,0.07,1,2,0,1,0,14,1,0,USA,1
hotel-eminent.sk,"WebHouse, s.r.o.",4,2,6209,Unknown,-1,-1,-1,886405186,1,1,1,0,1,16509,200,Apache/2.4.62 (Amazon Linux),3.45,0.31,0.56,0.0,0.06,1,2,0,1,0,15,0,0,Ireland,0
tyrslovensko.sk,Gransy s.r.o.,4,3,731,"cPanel, LLC",80,90,8,2783420075,1,0,0,0,0,58065,200,Apache,3.32,0.27,0.67,0.0,0.0,1,3,0,0,0,14,1,0,Russia,1
mbtrend.sk,"ACTIVE 24, s.r.o.",4,2,2922,Let's Encrypt,61,89,2,521079397,1,1,1,0,1,25234,200,nginx,3.32,0.1,0.8,0.0,0.0,1,4,0,0,0,9,0,0,Czechia,1
freedommosesbratislava.sk,NETIM,4,3,731,ZeroSSL,85,90,2,2783436701,1,0,0,0,0,58065,403,nginx,3.7,0.36,0.6,0.0,0.0,2,3,0,0,0,24,1,0,USA,1
stussysk.sk,Gransy s.r.o.,4,3,731,Let's Encrypt,41,89,8,2783395878,1,0,0,0,0,48950,200,Apache,2.22,0.18,0.73,0.0,0.0,1,2,0,0,0,10,0,1,Germany,1
benetton-sk.sk,"WebHouse, s.r.o.",2,2,365,Google Trust Services,82,90,2,1746223105,7,0,0,0,0,13335,403,cloudflare,3.09,0.21,0.64,0.0,0.07,1,2,0,1,0,13,0,1,Canada,1
autoskolasmile.sk,Websupport s.r.o.,4,2,2557,Let's Encrypt,88,89,2,621391805,1,1,1,0,0,51013,200,openresty,3.34,0.41,0.53,0.0,0.0,2,2,0,0,0,16,0,0,Slovakia,0
on-running-sk.sk,Gransy s.r.o.,3,3,365,Google Trust Services,60,90,2,1746215152,2,0,0,0,0,13335,200,cloudflare,3.12,0.19,0.62,0.0,0.12,1,2,0,1,0,15,0,1,Canada,1
dpmp.sk,VÁDIUM - IT s.r.o.,4,2,8401,Let's Encrypt,17,89,2,3560514258,1,1,1,1,0,48689,200,nginx,2.52,0.0,0.86,0.0,0.0,0,4,0,0,0,6,0,0,Slovakia,0
pocar.sk,"SWAN, a. s.",4,3,8036,Let's Encrypt,29,89,3,1489424875,1,1,1,0,0,24940,200,nginx,3.0,0.25,0.62,0.0,0.0,1,2,0,0,0,7,0,0,Germany,0
mediaklik.com,"ENOM, INC.",4,3,7670,Unknown,-1,-1,-1,1078249995,1,0,1,0,0,16686,404,Kestrel,3.24,0.38,0.54,0.0,0.0,2,2,0,0,0,12,0,0,Canada,0
fisjasna.sk,"Webglobe, a.s.",4,3,6212,Let's Encrypt,53,89,2,86243401,1,1,1,1,1,8972,500,Apache,2.85,0.27,0.64,0.0,0.0,1,2,0,0,0,10,0,0,France,0
soslovenskecasino.sk,Key-Systems GmbH,3,3,365,Google Trust Services,84,90,2,1746218697,2,1,1,0,0,13335,200,cloudflare,3.2,0.35,0.6,0.0,0.0,1,3,0,0,0,19,1,0,Canada,1
bariakstav.sk,Websupport s.r.o.,4,3,4383,Let's Encrypt,45,89,2,621391771,1,1,1,0,0,51013,200,openresty,3.03,0.31,0.62,0.0,0.0,2,3,0,0,0,12,0,0,Slovakia,0
skechersdamske.sk,Gransy s.r.o.,4,3,1826,Let's Encrypt,72,89,2,2783430602,1,0,0,0,0,58065,200,Apache,3.06,0.24,0.71,0.0,0.0,1,3,0,0,0,16,0,0,Estonia,1
oczemplin.sk,Websupport s.r.o.,4,1,6595,Let's Encrypt,81,89,2,773614574,1,1,1,0,1,197019,200,Apache,3.58,0.25,0.67,0.0,0.0,1,3,0,0,0,11,0,0,Czechia,0
hoteljelenpezinok.sk,Websupport s.r.o.,4,2,1826,Let's Encrypt,11,89,2,621391772,1,1,1,0,0,51013,200,openresty,3.52,0.35,0.6,0.0,0.0,1,2,0,0,0,19,0,0,Slovakia,0
enviroregister.sk,"Webglobe, a.s.",4,3,5479,DigiCert Inc,369,378,2,3283482776,1,1,1,1,1,48689,200,nginx,3.29,0.35,0.59,0.0,0.0,1,2,0,0,0,16,0,0,Slovakia,0
standard.sk,Websupport s.r.o.,4,4,6254,Google Trust Services,68,90,1,2890006624,2,1,1,0,1,13335,200,cloudflare,2.91,0.18,0.73,0.0,0.0,1,2,0,0,0,10,0,0,Canada,0
mojetopanky.sk,AB Name ISP,3,2,730,Google Trust Services,71,90,2,2890126810,2,1,1,0,0,13335,200,cloudflare,3.52,0.36,0.57,0.0,0.0,1,2,0,0,0,13,1,0,Canada,1
kupno-predajna-zmluva.sk,"ACTIVE 24, s.r.o.",4,2,3652,Unknown,-1,-1,-1,521079330,1,0,1,0,0,25234,200,nginx,3.97,0.29,0.58,0.0,0.08,1,3,0,1,0,23,1,0,Czechia,1
hotelgrandnz.sk,"WebHouse, s.r.o.",4,3,7670,Unknown,-1,-1,-1,786818605,1,1,1,0,1,29405,0,Apache,3.77,0.2,0.73,0.0,0.0,1,4,0,0,0,14,0,0,Slovakia,0
corteizsk.sk,Gransy s.r.o.,3,3,365,Let's Encrypt,53,89,8,2665349676,1,0,0,0,0,63119,200,Apache,3.25,0.25,0.67,0.0,0.0,2,3,0,0,0,11,0,1,USA,1
stanisovska.sk,"CS WEB, s.r.o.",4,2,6575,Let's Encrypt,59,89,2,1600782256,1,0,0,0,0,15962,200,Apache,2.95,0.29,0.64,0.0,0.0,1,3,0,0,0,13,0,0,Slovakia,0
bobsro.sk,Websupport s.r.o.,4,3,2557,Let's Encrypt,9,89,2,621391772,1,1,1,0,0,51013,200,openresty,2.5,0.22,0.67,0.0,0.0,1,3,0,0,0,8,0,0,Slovakia,0
dr-martens.sk,Gransy s.r.o.,3,3,365,Let's Encrypt,51,89,8,3301189225,1,0,0,0,0,58065,200,Apache,3.39,0.15,0.69,0.0,0.08,1,2,0,1,0,12,0,0,France,1
ralphlaurenvypredaj.sk,Gransy s.r.o.,4,3,1096,Let's Encrypt,63,89,2,3304430060,1,0,0,0,0,41564,200,Apache,3.75,0.32,0.64,0.0,0.0,2,4,0,0,0,21,1,0,Slovakia,1
geox-sk.sk,Gransy s.r.o.,4,3,731,Let's Encrypt,59,89,8,3304536049,1,0,0,0,0,41564,200,Apache,2.92,0.2,0.6,0.0,0.1,2,2,0,1,0,9,0,1,Canada,1
bbmotors.sk,Speedweb s. r. o.,4,2,6963,Let's Encrypt,58,89,2,1833606527,1,1,1,1,1,29405,200,nginx,2.91,0.18,0.73,0.0,0.0,1,3,0,0,0,10,0,0,Slovakia,0
bartfay.sk,Websupport s.r.o.,4,3,6209,Let's Encrypt,45,89,1,2276850240,1,1,1,0,0,24940,200,nginx,3.12,0.3,0.6,0.0,0.0,2,3,0,0,0,9,0,0,Finland,0
kosicezapad.sk,"WEBY GROUP, s.r.o.",4,3,8036,Let's Encrypt,82,89,2,1383588041,1,1,1,0,0,5578,200,Apache,3.38,0.36,0.57,0.0,0.0,1,2,0,0,0,13,0,0,Slovakia,0
acana.sk,"CRAP, s.r.o.",4,2,8392,Let's Encrypt,67,89,2,621391772,1,1,1,0,0,51013,200,openresty,2.41,0.38,0.5,0.0,0.0,1,2,0,0,0,7,0,0,Slovakia,0
fredperryslovensko.sk,Gransy s.r.o.,4,3,1096,Let's Encrypt,54,89,8,2665349647,1,0,0,0,0,63119,200,Apache,3.52,0.29,0.67,0.0,0.0,1,3,0,0,0,20,1,0,USA,1
finstat.sk,"ACTIVE 24, s.r.o.",4,3,4748,DigiCert Inc,117,396,2,340254519,1,1,1,0,1,8075,200,Microsoft-IIS/10.0,2.92,0.2,0.7,0.0,0.0,1,3,0,0,0,9,0,0,Netherlands,0
calzadonna.sk,Key-Systems GmbH,4,1,5479,Unknown,-1,-1,-1,85365008,2,0,0,0,1,16509,200,cloudflare,3.18,0.31,0.62,0.0,0.0,1,2,0,0,0,12,0,0,Germany,1
ezathouse.sk,Websupport s.r.o.,4,3,3287,Unknown,-1,-1,-1,621391639,1,1,1,0,0,51013,200,openresty,3.25,0.42,0.5,0.0,0.0,2,2,0,0,0,11,0,0,Slovakia,0
domace-pivo.sk,Websupport s.r.o.,4,1,5113,Sectigo Limited,248,376,2,621391804,1,1,1,0,0,51013,200,openresty,3.66,0.36,0.5,0.0,0.07,1,2,0,1,0,13,0,0,Slovakia,0
revuca.sk,"WEBY GROUP, s.r.o.",4,3,8036,Let's Encrypt,82,89,2,1383588041,1,1,1,0,1,5578,200,Apache,3.17,0.33,0.56,0.0,0.0,1,2,0,0,0,8,0,0,Slovakia,0
hoteldubnaskala.sk,"INTERNET CZ, a.s.",4,3,6933,Let's Encrypt,88,89,2,866011066,1,0,1,0,1,12876,200,Apache/2.4.54 (Debian),3.57,0.33,0.61,0.0,0.0,1,2,0,0,0,17,0,0,France,0
magurahotel.sk,"Webglobe, a.s.",4,3,6940,Let's Encrypt,60,89,2,3283482645,1,1,1,1,1,48689,200,nginx,3.66,0.36,0.57,0.0,0.0,1,2,0,0,0,13,0,0,Slovakia,0
balony.sk,"ACTIVE 24, s.r.o.",4,3,6627,Let's Encrypt,61,89,2,1365205136,1,0,1,0,0,25234,200,nginx,3.17,0.33,0.56,0.0,0.0,1,2,0,0,0,8,0,0,Czechia,0
balzak.sk,EXO TECHNOLOGIES spol. s r.o.,4,2,7308,DigiCert Inc,375,394,2,3653661844,1,0,1,0,0,34222,200,Apache/2.4.56 (Debian),2.73,0.22,0.67,0.0,0.0,1,2,0,0,0,8,0,0,Czechia,0
kamnahory.sk,"Webglobe, a.s.",4,3,6575,Let's Encrypt,55,89,2,3283482644,1,1,1,1,1,48689,200,nginx,3.25,0.33,0.58,0.0,0.0,1,2,0,0,0,11,0,0,Slovakia,0
michaelkors-kabelka.sk,Gransy s.r.o.,3,3,365,Google Trust Services,85,90,2,2890128329,2,0,0,0,0,13335,200,cloudflare,3.61,0.32,0.59,0.0,0.05,2,2,0,1,0,21,1,0,Canada,1
bbrsc.sk,"WebHouse, s.r.o.",4,2,6940,DigiCert Inc,241,396,2,1450111795,1,1,1,0,0,29405,200,Apache,2.5,0.0,0.88,0.0,0.0,0,5,0,0,0,7,0,0,Slovakia,0
adidasunderwear.sk,Corporation Service Company (DBS) GmbH,4,3,1096,"GoDaddy.com, Inc.",158,365,2,52527806,2,0,0,0,0,16509,200,Unknown,3.31,0.39,0.56,0.0,0.0,2,2,0,0,0,17,0,0,Canada,1
nana-vypredaj.sk,Gransy s.r.o.,4,3,1096,Let's Encrypt,56,89,2,3304405155,1,0,0,0,0,58065,200,Apache,3.58,0.31,0.56,0.0,0.06,1,2,0,1,0,15,1,0,Spain,1
baubox.sk,"WebHouse, s.r.o.",4,3,4383,Let's Encrypt,77,89,2,3118874554,2,1,1,0,0,58182,404,Pepyaka,2.95,0.33,0.56,0.0,0.0,2,2,0,0,0,8,0,0,USA,0
uniqlosk.sk,Gransy s.r.o.,4,3,731,Let's Encrypt,62,89,2,3304430070,1,0,0,0,0,41564,200,Apache,3.1,0.27,0.64,0.0,0.0,1,2,0,0,0,10,0,1,Slovakia,1
otherstoriessk.sk,Gransy s.r.o.,4,3,731,Let's Encrypt,42,89,2,3304449551,1,0,0,0,0,58065,200,Apache,3.03,0.29,0.65,0.0,0.0,2,3,0,0,0,16,0,1,Germany,1
eltico.sk,EXO TECHNOLOGIES spol. s r.o.,4,2,6209,Let's Encrypt,89,89,2,1559297387,1,1,1,0,0,29405,200,Unknown,3.17,0.33,0.56,0.0,0.0,1,2,0,0,0,8,0,0,Slovakia,0
ruzinov.sk,"crooce.com - the internet company, s.r.o.",4,4,9497,Let's Encrypt,89,89,2,1450107575,1,1,1,0,0,29405,403,Apache,3.32,0.3,0.6,0.0,0.0,1,2,0,0,0,9,0,0,Slovakia,0
bajnim.sk,EXO TECHNOLOGIES spol. s r.o.,4,3,2557,Let's Encrypt,35,89,2,1559297298,1,1,1,0,0,29405,200,Unknown,3.17,0.22,0.67,0.0,0.0,1,2,0,0,0,8,0,0,Slovakia,0
panorama.sk,Bc. Branislav Bibel,4,3,8401,Let's Encrypt,31,89,2,2335933253,1,0,1,0,0,14061,200,Apache/2.4.18 (Ubuntu),3.03,0.36,0.55,0.0,0.0,1,2,0,0,0,10,0,0,Germany,0
expert4u.blog.pravda.sk,"Webglobe, a.s.",4,3,8013,DigiCert Inc,156,374,2,3108101156,1,0,0,0,0,48689,200,Apache/2.4.52 (Ubuntu),3.97,0.26,0.57,0.04,0.0,1,2,1,0,0,22,0,0,Slovakia,1
sauconyslovensko.sk,Gransy s.r.o.,4,4,1096,Let's Encrypt,35,89,2,3304430070,1,0,0,0,0,41564,200,Apache,3.37,0.37,0.58,0.0,0.0,2,3,0,0,0,18,1,0,Slovakia,1
marinakovacova.sk,"WebHouse, s.r.o.",4,3,8013,Let's Encrypt,50,89,2,1450111985,1,1,1,1,1,29405,200,Apache,3.26,0.41,0.53,0.0,0.0,1,2,0,0,0,16,0,0,Slovakia,0
bastapajstun.sk,"Mediate, s.r.o.",4,3,5844,DigiCert Inc,333,395,2,621390063,1,1,1,0,0,51013,200,Unknown,3.14,0.27,0.67,0.0,0.0,1,3,0,0,0,14,0,0,Slovakia,0
vrable.sk,"WEBY GROUP, s.r.o.",4,3,8036,Let's Encrypt,48,89,2,1383588041,1,1,1,0,1,5578,200,Apache,3.17,0.22,0.67,0.0,0.0,1,2,0,0,0,8,0,0,Slovakia,0
baktoma.sk,Websupport s.r.o.,4,3,5114,ZeroSSL,80,90,2,3108035365,1,1,1,0,1,43541,200,nginx,2.92,0.3,0.6,0.0,0.0,1,2,0,0,0,9,0,0,Czechia,0
slovensko.sk,Národná agentúra pre sieťové a elektronické služby,4,3,8766,DigiCert Inc,79,381,2,3274817474,1,1,1,0,1,25373,200,Unknown,2.86,0.25,0.67,0.0,0.0,1,3,0,0,0,11,1,0,Slovakia,0
demoniatopanky.sk,Gransy s.r.o.,4,4,1461,Let's Encrypt,87,89,2,3304239915,1,0,0,0,0,58065,200,Apache,3.62,0.41,0.53,0.0,0.0,2,2,0,0,0,16,1,0,South Africa,1
galileohotel.sk,pressitech s.r.o.,4,3,5844,Sectigo Limited,374,396,2,3276841761,1,1,1,0,0,8778,200,nginx,3.32,0.4,0.53,0.0,0.0,2,2,0,0,0,14,0,0,Slovakia,0
bat-man.sk,"WebHouse, s.r.o.",4,3,6575,ZeroSSL,74,90,2,3108035365,1,1,1,0,1,43541,200,nginx,3.12,0.2,0.6,0.0,0.1,1,2,0,1,0,9,0,0,Czechia,0
skimakov.sk,"WebHouse, s.r.o.",4,3,7677,Unknown,-1,-1,-1,1389374979,1,1,1,0,1,15685,200,Microsoft-IIS/10.0,2.85,0.27,0.64,0.0,0.0,1,2,0,0,0,10,0,0,Czechia,0
bernik-partneri.sk,"Webglobe, a.s.",4,3,3658,Let's Encrypt,75,89,2,2328474461,1,1,1,0,1,24940,200,nginx,3.46,0.28,0.61,0.0,0.06,1,3,0,1,0,17,0,0,Germany,0
sme.sk,Websupport s.r.o.,4,1,8401,Google Trust Services,87,90,3,2890077777,3,1,1,0,1,13335,200,cloudflare,2.25,0.17,0.67,0.0,0.0,1,2,0,0,0,5,0,0,Canada,0
skalkaarena.sk,Websupport s.r.o.,4,3,7313,Let's Encrypt,27,89,2,621391803,1,1,1,0,0,51013,200,openresty,2.75,0.36,0.57,0.0,0.0,2,2,0,0,0,13,0,0,Slovakia,0
tvojakava.sk,Websupport s.r.o.,4,3,5844,Let's Encrypt,43,89,2,3111321890,1,1,1,0,1,43541,200,nginx,2.86,0.33,0.58,0.0,0.0,1,2,0,0,0,11,0,0,Czechia,0
beron.sk,"Webglobe, a.s.",4,2,6575,DigiCert Inc,369,378,2,3645054498,1,1,1,1,1,5578,200,nginx,3.0,0.25,0.62,0.0,0.0,1,2,0,0,0,7,0,0,Slovakia,0
bartanusreality.sk,Websupport s.r.o.,4,3,5829,Let's Encrypt,56,89,3,3107704933,1,1,1,0,0,43541,200,Apache/2.4.41 (Ubuntu),3.57,0.39,0.56,0.0,0.0,2,2,0,0,0,17,0,0,Czechia,0
canadagoose-slovensko.sk,Gransy s.r.o.,3,3,365,Google Trust Services,40,90,2,1746231297,7,0,0,0,0,13335,200,cloudflare,3.47,0.38,0.54,0.0,0.04,2,3,0,1,0,23,1,0,Canada,1
danubiagate.sk,EXO TECHNOLOGIES spol. s r.o.,4,3,6209,DigiCert Inc,80,371,2,1559297387,1,1,1,0,0,29405,200,Unknown,3.47,0.43,0.5,0.0,0.0,2,2,0,0,0,13,0,0,Slovakia,0
najploty.sk,Websupport s.r.o.,4,3,2922,Let's Encrypt,67,89,2,621391771,1,1,1,0,0,51013,200,openresty,3.46,0.27,0.64,0.0,0.0,1,3,0,0,0,10,0,0,Slovakia,0
nike-sk.sk,Gransy s.r.o.,4,3,1096,Unknown,-1,-1,-1,3304094202,1,0,0,0,0,41564,0,Unknown,2.65,0.2,0.6,0.0,0.1,1,2,0,1,0,9,0,1,Unknown,1
outdoorzone.sk,"INTERNET CZ, a.s.",4,3,7674,Let's Encrypt,58,89,2,3266728000,1,1,1,0,1,24806,200,Apache,3.24,0.43,0.5,0.0,0.0,2,2,0,0,0,13,0,0,Czechia,0
stolna.sk,"CS WEB, s.r.o.",4,2,5114,Let's Encrypt,84,89,1,1600782256,1,0,0,0,0,15962,200,Apache,2.95,0.22,0.67,0.0,0.0,1,2,0,0,0,8,0,0,Slovakia,0
brookssk.sk,Gransy s.r.o.,3,3,365,Google Trust Services,72,90,2,1746224754,2,0,0,0,0,13335,200,cloudflare,2.41,0.18,0.73,0.0,0.0,2,4,0,0,0,10,0,1,Canada,1
kozmetika-benesova.sk,Websupport s.r.o.,4,3,5844,Let's Encrypt,22,89,2,621391747,1,1,1,0,0,51013,200,openresty,3.65,0.38,0.52,0.0,0.05,1,2,0,1,0,20,0,0,Slovakia,0
basetooks.sk,Gransy s.r.o.,4,2,731,Let's Encrypt,57,89,6,1542460480,1,1,1,0,0,59939,200,nginx,2.86,0.33,0.58,0.0,0.0,2,2,0,0,0,11,0,0,Netherlands,1
skikraliky.sk,Websupport s.r.o.,4,3,7305,Let's Encrypt,27,89,2,621391771,1,1,1,0,0,51013,200,openresty,2.78,0.31,0.62,0.0,0.0,1,2,0,0,0,12,0,0,Slovakia,0
znalecbanskabystrica.sk,"ACTIVE 24, s.r.o.",4,3,3287,Let's Encrypt,60,89,2,521079357,1,0,1,0,0,25234,200,nginx,3.62,0.3,0.65,0.0,0.0,1,3,0,0,0,22,0,0,Czechia,1
battery-import.sk,ZONER s.r.o.,4,3,5479,ZeroSSL,90,90,2,3108035365,1,0,1,0,0,43541,200,nginx,3.69,0.29,0.59,0.0,0.06,1,2,0,1,0,16,0,0,Czechia,0
eccoobuv.sk,Key-Systems GmbH,4,3,2192,"cPanel, LLC",33,90,2,3304537242,1,0,0,0,0,41564,200,Apache,3.1,0.36,0.55,0.0,0.0,2,2,0,0,0,10,1,0,Unknown,1
onrunning-sk.sk,Gransy s.r.o.,3,3,365,Let's Encrypt,45,89,2,3304451743,1,0,0,0,0,58065,200,Apache,3.11,0.2,0.67,0.0,0.07,1,2,0,1,0,14,0,1,Austria,1
bazant-zajac.sk,Websupport s.r.o.,4,3,7305,Let's Encrypt,19,89,2,621391773,1,1,1,0,0,51013,200,openresty,3.24,0.27,0.6,0.0,0.07,1,2,0,1,0,14,0,0,Slovakia,0
baducci.sk,RAINSIDE s.r.o.,4,3,8036,Let's Encrypt,80,89,2,401358483,1,1,1,0,0,396982,200,Pepyaka,3.12,0.3,0.6,0.0,0.0,1,2,0,0,0,9,0,0,USA,0
zahradnictvokruh.sk,"INTERNET CZ, a.s.",4,2,6550,Let's Encrypt,16,89,2,1296987963,1,0,0,0,0,15685,200,Unknown,3.83,0.26,0.68,0.0,0.0,1,3,0,0,0,18,0,0,Czechia,0
pre-deti.sk,"WebHouse, s.r.o.",4,3,6575,Let's Encrypt,29,89,3,1450111967,1,1,1,0,1,29405,200,Apache,3.28,0.27,0.55,0.0,0.09,1,2,0,1,0,10,0,0,Slovakia,0
slovenskyraj.sk,"INTERNET CZ, a.s.",4,3,8036,Actalis S.p.A.,329,365,2,1359135604,1,1,1,0,1,24806,200,Microsoft-IIS/10.0,3.46,0.27,0.67,0.0,0.0,1,3,0,0,0,14,0,0,Czechia,0
stahovacia-sluzba-orava.sk,"WebHouse, s.r.o.",4,1,5113,DigiCert Inc,381,394,2,1450111956,1,1,1,0,1,29405,200,Apache,3.69,0.38,0.5,0.0,0.08,2,2,0,1,0,25,0,0,Slovakia,0
tetadrogerie.sk,"SWAN, a. s.",4,3,6575,Let's Encrypt,80,89,2,3578911298,1,1,1,0,1,6855,200,Microsoft-IIS/10.0,3.32,0.4,0.53,0.0,0.0,2,2,0,0,0,14,0,0,Slovakia,0
hotelfrano.sk,Gransy s.r.o.,2,2,365,Google Trust Services,60,90,2,2890129320,2,0,0,0,0,13335,403,cloudflare,3.55,0.31,0.62,0.0,0.0,1,3,0,0,0,12,0,0,Canada,0
epi.sk,"USR Services, s.r.o.",4,1,8399,Let's Encrypt,30,89,2,3170123584,1,1,1,0,0,25424,200,Microsoft-IIS/10.0,2.58,0.33,0.5,0.0,0.0,1,2,0,0,0,5,0,0,Czechia,0
bapetenisky.sk,Gransy s.r.o.,4,3,731,Let's Encrypt,38,89,2,3304405095,1,0,0,0,0,58065,200,Apache,3.38,0.36,0.57,0.0,0.0,1,2,0,0,0,13,1,0,Spain,1
klar.sk,Websupport s.r.o.,4,1,8020,Let's Encrypt,81,89,2,621391749,1,1,1,0,0,51013,200,openresty,2.52,0.14,0.71,0.0,0.0,1,2,0,0,0,6,0,0,Slovakia,0
c-and-aslovensko.sk,Gransy s.r.o.,4,3,731,Let's Encrypt,46,89,8,2783395846,1,0,0,0,0,48950,200,Apache,3.47,0.26,0.58,0.0,0.11,1,3,0,1,0,18,1,0,Germany,1
babaloo.sk,"INTERNET CZ, a.s.",4,3,5852,Let's Encrypt,39,89,2,1359007355,1,1,1,0,1,15685,200,nginx,2.72,0.4,0.5,0.0,0.0,2,2,0,0,0,9,0,0,Czechia,0
bcsradvisory.sk,Websupport s.r.o.,4,3,4018,Let's Encrypt,15,89,2,621391795,1,1,1,1,0,51013,200,openresty,3.46,0.27,0.67,0.0,0.0,1,4,0,0,0,14,0,0,Slovakia,0
murtfeldt.sk,Gransy s.r.o.,4,3,6209,Let's Encrypt,74,89,2,55122796,2,1,1,0,1,16509,200,openresty,3.42,0.17,0.75,0.0,0.0,1,3,0,0,0,11,0,0,Germany,0
hotelprim.sk,"WebHouse, s.r.o.",4,3,7300,Let's Encrypt,86,89,4,1450111950,1,1,1,0,1,29405,200,Apache,3.58,0.25,0.67,0.0,0.0,1,3,0,0,0,11,0,0,Slovakia,0
guesssk.sk,Gransy s.r.o.,4,3,1096,Let's Encrypt,35,89,2,3301189283,1,0,0,0,0,58065,200,Apache,2.32,0.2,0.7,0.0,0.0,2,4,0,0,0,9,0,1,France,1
benulekaren.sk,Websupport s.r.o.,4,3,3653,Sectigo Limited,198,385,2,3107705706,1,1,1,0,1,43541,200,nginx,3.18,0.36,0.57,0.0,0.0,1,2,0,0,0,13,0,0,Czechia,0
